"dteday","season","yr","mnth","hr","holiday","weekday","workingday","cnt","weathersit","temp","atemp","hum","windspeed"
"2011-10-21","winter",0,10,7,0,5,1,233,"ClearOrPartlyCloudy",0.36,0.3485,0.71,0.1642
"2011-10-21","winter",0,10,8,0,5,1,402,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.194
"2011-10-21","winter",0,10,9,0,5,1,222,"Misty",0.42,0.4242,0.58,0.1343
"2011-10-21","winter",0,10,10,0,5,1,138,"ClearOrPartlyCloudy",0.46,0.4545,0.51,0.1642
"2011-10-21","winter",0,10,11,0,5,1,174,"ClearOrPartlyCloudy",0.5,0.4848,0.45,0.2239
"2011-10-21","winter",0,10,12,0,5,1,240,"ClearOrPartlyCloudy",0.5,0.4848,0.45,0.2985
"2011-10-21","winter",0,10,13,0,5,1,206,"ClearOrPartlyCloudy",0.48,0.4697,0.48,0.3284
"2011-10-21","winter",0,10,14,0,5,1,198,"ClearOrPartlyCloudy",0.52,0.5,0.42,0.2985
"2011-10-21","winter",0,10,15,0,5,1,235,"ClearOrPartlyCloudy",0.5,0.4848,0.45,0.2836
"2011-10-21","winter",0,10,16,0,5,1,302,"ClearOrPartlyCloudy",0.5,0.4848,0.45,0.2537
"2011-10-21","winter",0,10,17,0,5,1,524,"Misty",0.46,0.4545,0.51,0.2537
"2011-10-21","winter",0,10,18,0,5,1,397,"Misty",0.44,0.4394,0.54,0.2537
"2011-10-21","winter",0,10,19,0,5,1,253,"Misty",0.44,0.4394,0.54,0.3881
"2011-10-21","winter",0,10,20,0,5,1,184,"Misty",0.44,0.4394,0.54,0.2239
"2011-10-21","winter",0,10,21,0,5,1,143,"ClearOrPartlyCloudy",0.42,0.4242,0.58,0.1642
"2011-10-21","winter",0,10,22,0,5,1,113,"ClearOrPartlyCloudy",0.42,0.4242,0.54,0.1642
"2011-10-21","winter",0,10,23,0,5,1,117,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.2239
"2011-10-22","winter",0,10,0,0,6,0,96,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.194
"2011-10-22","winter",0,10,1,0,6,0,70,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.194
"2011-10-22","winter",0,10,2,0,6,0,31,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.2537
"2011-10-22","winter",0,10,3,0,6,0,20,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.1343
"2011-10-22","winter",0,10,4,0,6,0,8,"ClearOrPartlyCloudy",0.38,0.3939,0.66,0.0896
"2011-10-22","winter",0,10,5,0,6,0,8,"ClearOrPartlyCloudy",0.38,0.3939,0.66,0
"2011-10-22","winter",0,10,6,0,6,0,18,"ClearOrPartlyCloudy",0.36,0.3788,0.71,0
"2011-10-22","winter",0,10,7,0,6,0,57,"ClearOrPartlyCloudy",0.36,0.3636,0.76,0.1045
"2011-10-22","winter",0,10,8,0,6,0,114,"ClearOrPartlyCloudy",0.4,0.4091,0.71,0
"2011-10-22","winter",0,10,9,0,6,0,169,"ClearOrPartlyCloudy",0.42,0.4242,0.67,0.0896
"2011-10-22","winter",0,10,10,0,6,0,236,"Misty",0.44,0.4394,0.62,0.1045
"2011-10-22","winter",0,10,11,0,6,0,282,"Misty",0.44,0.4394,0.62,0.1045
"2011-10-22","winter",0,10,12,0,6,0,343,"ClearOrPartlyCloudy",0.46,0.4545,0.55,0.0896
"2011-10-22","winter",0,10,13,0,6,0,322,"ClearOrPartlyCloudy",0.5,0.4848,0.45,0
"2011-10-22","winter",0,10,14,0,6,0,310,"Misty",0.48,0.4697,0.48,0.2239
"2011-10-22","winter",0,10,15,0,6,0,382,"ClearOrPartlyCloudy",0.48,0.4697,0.51,0.2239
"2011-10-22","winter",0,10,16,0,6,0,359,"ClearOrPartlyCloudy",0.5,0.4848,0.45,0.194
"2011-10-22","winter",0,10,17,0,6,0,360,"ClearOrPartlyCloudy",0.46,0.4545,0.55,0.1343
"2011-10-22","winter",0,10,18,0,6,0,335,"ClearOrPartlyCloudy",0.44,0.4394,0.54,0.0896
"2011-10-22","winter",0,10,19,0,6,0,220,"ClearOrPartlyCloudy",0.44,0.4394,0.67,0
"2011-10-22","winter",0,10,20,0,6,0,159,"ClearOrPartlyCloudy",0.42,0.4242,0.67,0
"2011-10-22","winter",0,10,21,0,6,0,157,"ClearOrPartlyCloudy",0.4,0.4091,0.76,0
"2011-10-22","winter",0,10,22,0,6,0,144,"ClearOrPartlyCloudy",0.4,0.4091,0.76,0
"2011-10-22","winter",0,10,23,0,6,0,108,"ClearOrPartlyCloudy",0.38,0.3939,0.82,0
"2011-10-23","winter",0,10,0,0,0,0,88,"ClearOrPartlyCloudy",0.36,0.3788,0.87,0
"2011-10-23","winter",0,10,1,0,0,0,71,"ClearOrPartlyCloudy",0.36,0.3788,0.87,0
"2011-10-23","winter",0,10,2,0,0,0,50,"ClearOrPartlyCloudy",0.34,0.3485,0.87,0.0896
"2011-10-23","winter",0,10,3,0,0,0,46,"ClearOrPartlyCloudy",0.34,0.3636,0.87,0
"2011-10-23","winter",0,10,4,0,0,0,6,"ClearOrPartlyCloudy",0.34,0.3636,0.87,0
"2011-10-23","winter",0,10,5,0,0,0,3,"ClearOrPartlyCloudy",0.32,0.3485,0.87,0
"2011-10-23","winter",0,10,6,0,0,0,12,"ClearOrPartlyCloudy",0.32,0.3333,0.87,0.1045
"2011-10-23","winter",0,10,7,0,0,0,21,"ClearOrPartlyCloudy",0.34,0.3485,0.87,0.0896
"2011-10-23","winter",0,10,8,0,0,0,88,"ClearOrPartlyCloudy",0.36,0.3485,0.87,0.1343
"2011-10-23","winter",0,10,9,0,0,0,143,"ClearOrPartlyCloudy",0.4,0.4091,0.76,0
"2011-10-23","winter",0,10,10,0,0,0,289,"ClearOrPartlyCloudy",0.42,0.4242,0.71,0.0896
"2011-10-23","winter",0,10,11,0,0,0,333,"ClearOrPartlyCloudy",0.46,0.4545,0.72,0.1642
"2011-10-23","winter",0,10,12,0,0,0,413,"ClearOrPartlyCloudy",0.5,0.4848,0.59,0.2537
"2011-10-23","winter",0,10,13,0,0,0,415,"ClearOrPartlyCloudy",0.52,0.5,0.55,0.194
"2011-10-23","winter",0,10,14,0,0,0,408,"ClearOrPartlyCloudy",0.52,0.5,0.55,0.2239
"2011-10-23","winter",0,10,15,0,0,0,387,"ClearOrPartlyCloudy",0.52,0.5,0.52,0.1642
"2011-10-23","winter",0,10,16,0,0,0,405,"ClearOrPartlyCloudy",0.52,0.5,0.55,0.194
"2011-10-23","winter",0,10,17,0,0,0,340,"ClearOrPartlyCloudy",0.5,0.4848,0.63,0.1343
"2011-10-23","winter",0,10,18,0,0,0,284,"ClearOrPartlyCloudy",0.5,0.4848,0.63,0.1045
"2011-10-23","winter",0,10,19,0,0,0,193,"ClearOrPartlyCloudy",0.46,0.4545,0.77,0
"2011-10-23","winter",0,10,20,0,0,0,144,"ClearOrPartlyCloudy",0.44,0.4394,0.72,0.0896
"2011-10-23","winter",0,10,21,0,0,0,99,"ClearOrPartlyCloudy",0.44,0.4394,0.72,0.0896
"2011-10-23","winter",0,10,22,0,0,0,94,"ClearOrPartlyCloudy",0.42,0.4242,0.77,0.1045
"2011-10-23","winter",0,10,23,0,0,0,49,"ClearOrPartlyCloudy",0.42,0.4242,0.77,0.1642
"2011-10-24","winter",0,10,0,0,1,1,32,"ClearOrPartlyCloudy",0.42,0.4242,0.77,0
"2011-10-24","winter",0,10,1,0,1,1,15,"ClearOrPartlyCloudy",0.4,0.4091,0.82,0.1343
"2011-10-24","winter",0,10,2,0,1,1,7,"ClearOrPartlyCloudy",0.4,0.4091,0.87,0.1045
"2011-10-24","winter",0,10,3,0,1,1,4,"ClearOrPartlyCloudy",0.4,0.4091,0.82,0.0896
"2011-10-24","winter",0,10,4,0,1,1,6,"ClearOrPartlyCloudy",0.4,0.4091,0.82,0
"2011-10-24","winter",0,10,5,0,1,1,21,"ClearOrPartlyCloudy",0.38,0.3939,0.87,0
"2011-10-24","winter",0,10,6,0,1,1,86,"ClearOrPartlyCloudy",0.4,0.4091,0.87,0.1045
"2011-10-24","winter",0,10,7,0,1,1,285,"Misty",0.38,0.3939,0.94,0.1045
"2011-10-24","winter",0,10,8,0,1,1,398,"Misty",0.42,0.4242,0.88,0.1642
"2011-10-24","winter",0,10,9,0,1,1,195,"Misty",0.44,0.4394,0.82,0.1642
"2011-10-24","winter",0,10,10,0,1,1,129,"Misty",0.46,0.4545,0.82,0.2537
"2011-10-24","winter",0,10,11,0,1,1,168,"Misty",0.5,0.4848,0.72,0.1642
"2011-10-24","winter",0,10,12,0,1,1,220,"Misty",0.52,0.5,0.68,0.1045
"2011-10-24","winter",0,10,13,0,1,1,198,"Misty",0.54,0.5152,0.64,0.2239
"2011-10-24","winter",0,10,14,0,1,1,206,"Misty",0.54,0.5152,0.64,0.194
"2011-10-24","winter",0,10,15,0,1,1,177,"ClearOrPartlyCloudy",0.56,0.5303,0.6,0.1642
"2011-10-24","winter",0,10,16,0,1,1,310,"ClearOrPartlyCloudy",0.54,0.5152,0.64,0.194
"2011-10-24","winter",0,10,17,0,1,1,614,"ClearOrPartlyCloudy",0.52,0.5,0.68,0.1343
"2011-10-24","winter",0,10,18,0,1,1,486,"ClearOrPartlyCloudy",0.54,0.5152,0.6,0.0896
"2011-10-24","winter",0,10,19,0,1,1,237,"LightSnowOrRain",0.48,0.4697,0.82,0
"2011-10-24","winter",0,10,20,0,1,1,129,"ClearOrPartlyCloudy",0.48,0.4697,0.82,0.1045
"2011-10-24","winter",0,10,21,0,1,1,126,"ClearOrPartlyCloudy",0.46,0.4545,0.87,0.1045
"2011-10-24","winter",0,10,22,0,1,1,79,"ClearOrPartlyCloudy",0.48,0.4697,0.75,0.1642
"2011-10-24","winter",0,10,23,0,1,1,59,"ClearOrPartlyCloudy",0.46,0.4545,0.77,0.0896
"2011-10-25","winter",0,10,0,0,2,1,30,"ClearOrPartlyCloudy",0.44,0.4394,0.77,0.1343
"2011-10-25","winter",0,10,1,0,2,1,11,"ClearOrPartlyCloudy",0.44,0.4394,0.77,0.1343
"2011-10-25","winter",0,10,2,0,2,1,5,"ClearOrPartlyCloudy",0.42,0.4242,0.82,0.1343
"2011-10-25","winter",0,10,3,0,2,1,4,"ClearOrPartlyCloudy",0.4,0.4091,0.87,0
"2011-10-25","winter",0,10,4,0,2,1,5,"ClearOrPartlyCloudy",0.38,0.3939,0.87,0.1343
"2011-10-25","winter",0,10,5,0,2,1,24,"ClearOrPartlyCloudy",0.38,0.3939,0.87,0.1343
"2011-10-25","winter",0,10,6,0,2,1,98,"ClearOrPartlyCloudy",0.38,0.3939,0.82,0.1045
"2011-10-25","winter",0,10,7,0,2,1,314,"ClearOrPartlyCloudy",0.4,0.4091,0.76,0.194
"2011-10-25","winter",0,10,8,0,2,1,408,"ClearOrPartlyCloudy",0.44,0.4394,0.72,0
"2011-10-25","winter",0,10,9,0,2,1,223,"ClearOrPartlyCloudy",0.48,0.4697,0.55,0.2239
"2011-10-25","winter",0,10,10,0,2,1,128,"ClearOrPartlyCloudy",0.5,0.4848,0.51,0.2537
"2011-10-25","winter",0,10,11,0,2,1,166,"ClearOrPartlyCloudy",0.52,0.5,0.48,0.2836
"2011-10-25","winter",0,10,12,0,2,1,200,"ClearOrPartlyCloudy",0.54,0.5152,0.39,0.3582
"2011-10-25","winter",0,10,13,0,2,1,198,"ClearOrPartlyCloudy",0.56,0.5303,0.37,0.3881
"2011-10-25","winter",0,10,14,0,2,1,200,"ClearOrPartlyCloudy",0.56,0.5303,0.4,0.2537
"2011-10-25","winter",0,10,15,0,2,1,234,"ClearOrPartlyCloudy",0.56,0.5303,0.37,0.1045
"2011-10-25","winter",0,10,16,0,2,1,285,"ClearOrPartlyCloudy",0.56,0.5303,0.37,0.194
"2011-10-25","winter",0,10,17,0,2,1,585,"ClearOrPartlyCloudy",0.56,0.5303,0.37,0.1045
"2011-10-25","winter",0,10,18,0,2,1,518,"ClearOrPartlyCloudy",0.52,0.5,0.42,0.1045
"2011-10-25","winter",0,10,19,0,2,1,338,"ClearOrPartlyCloudy",0.48,0.4697,0.67,0.194
"2011-10-25","winter",0,10,20,0,2,1,248,"ClearOrPartlyCloudy",0.46,0.4545,0.67,0.1045
"2011-10-25","winter",0,10,21,0,2,1,201,"ClearOrPartlyCloudy",0.44,0.4394,0.72,0.1343
"2011-10-25","winter",0,10,22,0,2,1,170,"ClearOrPartlyCloudy",0.46,0.4545,0.67,0.194
"2011-10-25","winter",0,10,23,0,2,1,94,"ClearOrPartlyCloudy",0.44,0.4394,0.72,0.1343
"2011-10-26","winter",0,10,0,0,3,1,32,"ClearOrPartlyCloudy",0.44,0.4394,0.72,0.194
"2011-10-26","winter",0,10,1,0,3,1,12,"ClearOrPartlyCloudy",0.44,0.4394,0.67,0.2537
"2011-10-26","winter",0,10,2,0,3,1,3,"ClearOrPartlyCloudy",0.44,0.4394,0.67,0.1642
"2011-10-26","winter",0,10,3,0,3,1,3,"ClearOrPartlyCloudy",0.44,0.4394,0.67,0.2239
"2011-10-26","winter",0,10,4,0,3,1,5,"ClearOrPartlyCloudy",0.42,0.4242,0.71,0.2537
"2011-10-26","winter",0,10,5,0,3,1,21,"ClearOrPartlyCloudy",0.42,0.4242,0.71,0.2239
"2011-10-26","winter",0,10,6,0,3,1,92,"ClearOrPartlyCloudy",0.42,0.4242,0.71,0.2239
"2011-10-26","winter",0,10,7,0,3,1,299,"ClearOrPartlyCloudy",0.42,0.4242,0.71,0.1642
"2011-10-26","winter",0,10,8,0,3,1,464,"Misty",0.44,0.4394,0.67,0.194
"2011-10-26","winter",0,10,9,0,3,1,240,"Misty",0.48,0.4697,0.63,0.2239
"2011-10-26","winter",0,10,10,0,3,1,131,"Misty",0.52,0.5,0.62,0.2537
"2011-10-26","winter",0,10,11,0,3,1,155,"ClearOrPartlyCloudy",0.52,0.5,0.59,0.3284
"2011-10-26","winter",0,10,12,0,3,1,194,"LightSnowOrRain",0.58,0.5455,0.53,0.2239
"2011-10-26","winter",0,10,13,0,3,1,82,"LightSnowOrRain",0.56,0.5303,0.6,0.1045
"2011-10-26","winter",0,10,14,0,3,1,66,"Misty",0.52,0.5,0.77,0
"2011-10-26","winter",0,10,15,0,3,1,70,"Misty",0.52,0.5,0.77,0
"2011-10-26","winter",0,10,16,0,3,1,213,"Misty",0.52,0.5,0.77,0.0896
"2011-10-26","winter",0,10,17,0,3,1,454,"Misty",0.52,0.5,0.77,0.1045
"2011-10-26","winter",0,10,18,0,3,1,453,"ClearOrPartlyCloudy",0.52,0.5,0.77,0.1642
"2011-10-26","winter",0,10,19,0,3,1,331,"ClearOrPartlyCloudy",0.5,0.4848,0.82,0
"2011-10-26","winter",0,10,20,0,3,1,207,"ClearOrPartlyCloudy",0.5,0.4848,0.88,0
"2011-10-26","winter",0,10,21,0,3,1,157,"Misty",0.52,0.5,0.77,0
"2011-10-26","winter",0,10,22,0,3,1,135,"Misty",0.48,0.4697,0.88,0.0896
"2011-10-26","winter",0,10,23,0,3,1,75,"Misty",0.48,0.4697,0.88,0.0896
"2011-10-27","winter",0,10,0,0,4,1,26,"ClearOrPartlyCloudy",0.46,0.4545,0.94,0
"2011-10-27","winter",0,10,1,0,4,1,11,"ClearOrPartlyCloudy",0.46,0.4545,0.94,0
"2011-10-27","winter",0,10,2,0,4,1,8,"LightSnowOrRain",0.46,0.4545,0.94,0
"2011-10-27","winter",0,10,3,0,4,1,4,"LightSnowOrRain",0.46,0.4545,0.94,0
"2011-10-27","winter",0,10,4,0,4,1,4,"LightSnowOrRain",0.48,0.4697,0.88,0
"2011-10-27","winter",0,10,5,0,4,1,15,"LightSnowOrRain",0.48,0.4697,0.88,0.0896
"2011-10-27","winter",0,10,6,0,4,1,46,"LightSnowOrRain",0.5,0.4848,0.82,0
"2011-10-27","winter",0,10,7,0,4,1,137,"Misty",0.46,0.4545,0.94,0.0896
"2011-10-27","winter",0,10,8,0,4,1,316,"LightSnowOrRain",0.48,0.4697,0.88,0.194
"2011-10-27","winter",0,10,9,0,4,1,171,"Misty",0.5,0.4848,0.82,0.1642
"2011-10-27","winter",0,10,10,0,4,1,62,"LightSnowOrRain",0.5,0.4848,0.88,0.194
"2011-10-27","winter",0,10,11,0,4,1,52,"LightSnowOrRain",0.5,0.4848,0.88,0.1343
"2011-10-27","winter",0,10,12,0,4,1,53,"LightSnowOrRain",0.5,0.4848,0.88,0.1343
"2011-10-27","winter",0,10,13,0,4,1,74,"Misty",0.5,0.4848,0.88,0.1642
"2011-10-27","winter",0,10,14,0,4,1,92,"Misty",0.52,0.5,0.83,0
"2011-10-27","winter",0,10,15,0,4,1,107,"Misty",0.52,0.5,0.83,0.1045
"2011-10-27","winter",0,10,16,0,4,1,207,"Misty",0.56,0.5303,0.73,0.1642
"2011-10-27","winter",0,10,17,0,4,1,322,"Misty",0.5,0.4848,0.72,0.4627
"2011-10-27","winter",0,10,18,0,4,1,240,"Misty",0.48,0.4697,0.67,0.4627
"2011-10-27","winter",0,10,19,0,4,1,219,"Misty",0.44,0.4394,0.67,0.4627
"2011-10-27","winter",0,10,20,0,4,1,182,"ClearOrPartlyCloudy",0.42,0.4242,0.67,0.4925
"2011-10-27","winter",0,10,21,0,4,1,132,"ClearOrPartlyCloudy",0.4,0.4091,0.62,0.5224
"2011-10-27","winter",0,10,22,0,4,1,111,"ClearOrPartlyCloudy",0.36,0.3182,0.66,0.4925
"2011-10-27","winter",0,10,23,0,4,1,68,"ClearOrPartlyCloudy",0.34,0.303,0.61,0.4179
"2011-10-28","winter",0,10,0,0,5,1,44,"ClearOrPartlyCloudy",0.34,0.3182,0.66,0.2537
"2011-10-28","winter",0,10,1,0,5,1,16,"ClearOrPartlyCloudy",0.32,0.303,0.66,0.2537
"2011-10-28","winter",0,10,2,0,5,1,4,"ClearOrPartlyCloudy",0.32,0.303,0.66,0.2836
"2011-10-28","winter",0,10,3,0,5,1,8,"ClearOrPartlyCloudy",0.3,0.2879,0.7,0.2836
"2011-10-28","winter",0,10,4,0,5,1,10,"ClearOrPartlyCloudy",0.3,0.2879,0.65,0.2836
"2011-10-28","winter",0,10,5,0,5,1,25,"Misty",0.3,0.2879,0.61,0.2537
"2011-10-28","winter",0,10,6,0,5,1,75,"ClearOrPartlyCloudy",0.28,0.2727,0.65,0.2537
"2011-10-28","winter",0,10,7,0,5,1,205,"ClearOrPartlyCloudy",0.28,0.2727,0.65,0.2537
"2011-10-28","winter",0,10,8,0,5,1,374,"ClearOrPartlyCloudy",0.3,0.2879,0.61,0.2836
"2011-10-28","winter",0,10,9,0,5,1,229,"ClearOrPartlyCloudy",0.32,0.303,0.57,0.2239
"2011-10-28","winter",0,10,10,0,5,1,130,"ClearOrPartlyCloudy",0.34,0.3182,0.57,0.2239
"2011-10-28","winter",0,10,11,0,5,1,168,"ClearOrPartlyCloudy",0.36,0.3485,0.5,0.2239
"2011-10-28","winter",0,10,12,0,5,1,213,"Misty",0.38,0.3939,0.4,0.1642
"2011-10-28","winter",0,10,13,0,5,1,228,"Misty",0.38,0.3939,0.42,0.2239
"2011-10-28","winter",0,10,14,0,5,1,185,"Misty",0.36,0.3485,0.46,0.194
"2011-10-28","winter",0,10,15,0,5,1,215,"Misty",0.36,0.3333,0.43,0.2537
"2011-10-28","winter",0,10,16,0,5,1,308,"Misty",0.36,0.3485,0.46,0.1642
"2011-10-28","winter",0,10,17,0,5,1,446,"Misty",0.36,0.3485,0.5,0.1343
"2011-10-28","winter",0,10,18,0,5,1,368,"Misty",0.36,0.3485,0.53,0.1642
"2011-10-28","winter",0,10,19,0,5,1,204,"Misty",0.36,0.3485,0.5,0.1343
"2011-10-28","winter",0,10,20,0,5,1,143,"LightSnowOrRain",0.34,0.3182,0.61,0.2239
"2011-10-28","winter",0,10,21,0,5,1,74,"LightSnowOrRain",0.32,0.3182,0.7,0.1642
"2011-10-28","winter",0,10,22,0,5,1,36,"LightSnowOrRain",0.3,0.2879,0.75,0.2836
"2011-10-28","winter",0,10,23,0,5,1,39,"LightSnowOrRain",0.3,0.2727,0.81,0.3284
"2011-10-29","winter",0,10,0,0,6,0,19,"LightSnowOrRain",0.28,0.2576,0.87,0.2985
"2011-10-29","winter",0,10,1,0,6,0,18,"LightSnowOrRain",0.3,0.2727,0.87,0.2985
"2011-10-29","winter",0,10,2,0,6,0,17,"LightSnowOrRain",0.3,0.2727,0.87,0.2985
"2011-10-29","winter",0,10,3,0,6,0,8,"LightSnowOrRain",0.3,0.2727,0.81,0.4179
"2011-10-29","winter",0,10,4,0,6,0,1,"LightSnowOrRain",0.3,0.2727,0.81,0.4179
"2011-10-29","winter",0,10,5,0,6,0,1,"LightSnowOrRain",0.26,0.2273,0.93,0.3582
"2011-10-29","winter",0,10,6,0,6,0,5,"LightSnowOrRain",0.26,0.2273,0.87,0.3582
"2011-10-29","winter",0,10,7,0,6,0,7,"LightSnowOrRain",0.26,0.2273,0.87,0.3582
"2011-10-29","winter",0,10,8,0,6,0,20,"LightSnowOrRain",0.28,0.2576,0.87,0.3582
"2011-10-29","winter",0,10,9,0,6,0,20,"LightSnowOrRain",0.28,0.2576,0.87,0.3582
"2011-10-29","winter",0,10,10,0,6,0,12,"LightSnowOrRain",0.26,0.2273,0.93,0.3284
"2011-10-29","winter",0,10,11,0,6,0,27,"LightSnowOrRain",0.26,0.2273,0.93,0.3881
"2011-10-29","winter",0,10,12,0,6,0,50,"LightSnowOrRain",0.24,0.197,0.87,0.4925
"2011-10-29","winter",0,10,13,0,6,0,30,"LightSnowOrRain",0.24,0.197,0.87,0.5224
"2011-10-29","winter",0,10,14,0,6,0,29,"LightSnowOrRain",0.24,0.197,0.87,0.4478
"2011-10-29","winter",0,10,15,0,6,0,41,"LightSnowOrRain",0.22,0.2121,0.93,0.2537
"2011-10-29","winter",0,10,16,0,6,0,22,"LightSnowOrRain",0.22,0.197,0.93,0.3284
"2011-10-29","winter",0,10,17,0,6,0,31,"LightSnowOrRain",0.22,0.197,0.93,0.3284
"2011-10-29","winter",0,10,18,0,6,0,43,"LightSnowOrRain",0.22,0.197,0.93,0.3284
"2011-10-29","winter",0,10,19,0,6,0,39,"ClearOrPartlyCloudy",0.24,0.2121,0.87,0.3582
"2011-10-29","winter",0,10,20,0,6,0,47,"ClearOrPartlyCloudy",0.24,0.2121,0.87,0.3582
"2011-10-29","winter",0,10,21,0,6,0,50,"ClearOrPartlyCloudy",0.24,0.2121,0.87,0.3582
"2011-10-29","winter",0,10,22,0,6,0,54,"ClearOrPartlyCloudy",0.22,0.2121,0.87,0.2239
"2011-10-29","winter",0,10,23,0,6,0,36,"ClearOrPartlyCloudy",0.22,0.2273,0.87,0.194
"2011-10-30","winter",0,10,0,0,0,0,54,"ClearOrPartlyCloudy",0.22,0.2121,0.87,0.2239
"2011-10-30","winter",0,10,1,0,0,0,43,"ClearOrPartlyCloudy",0.22,0.2121,0.87,0.2537
"2011-10-30","winter",0,10,2,0,0,0,50,"ClearOrPartlyCloudy",0.22,0.2121,0.87,0.2836
"2011-10-30","winter",0,10,3,0,0,0,33,"ClearOrPartlyCloudy",0.24,0.2121,0.75,0.3582
"2011-10-30","winter",0,10,4,0,0,0,11,"ClearOrPartlyCloudy",0.22,0.197,0.8,0.3284
"2011-10-30","winter",0,10,5,0,0,0,4,"ClearOrPartlyCloudy",0.24,0.2121,0.75,0.2985
"2011-10-30","winter",0,10,6,0,0,0,10,"ClearOrPartlyCloudy",0.24,0.2273,0.75,0.2537
"2011-10-30","winter",0,10,7,0,0,0,22,"ClearOrPartlyCloudy",0.24,0.2879,0.75,0
"2011-10-30","winter",0,10,8,0,0,0,80,"ClearOrPartlyCloudy",0.26,0.2576,0.7,0.2239
"2011-10-30","winter",0,10,9,0,0,0,147,"ClearOrPartlyCloudy",0.3,0.2879,0.65,0.2537
"2011-10-30","winter",0,10,10,0,0,0,178,"ClearOrPartlyCloudy",0.32,0.3333,0.61,0.0896
"2011-10-30","winter",0,10,11,0,0,0,240,"ClearOrPartlyCloudy",0.36,0.3485,0.53,0.2239
"2011-10-30","winter",0,10,12,0,0,0,314,"ClearOrPartlyCloudy",0.38,0.3939,0.5,0.194
"2011-10-30","winter",0,10,13,0,0,0,345,"ClearOrPartlyCloudy",0.4,0.4091,0.43,0.2239
"2011-10-30","winter",0,10,14,0,0,0,300,"ClearOrPartlyCloudy",0.42,0.4242,0.38,0.194
"2011-10-30","winter",0,10,15,0,0,0,290,"ClearOrPartlyCloudy",0.42,0.4242,0.35,0.1642
"2011-10-30","winter",0,10,16,0,0,0,320,"ClearOrPartlyCloudy",0.42,0.4242,0.32,0.1343
"2011-10-30","winter",0,10,17,0,0,0,245,"ClearOrPartlyCloudy",0.4,0.4091,0.35,0.1045
"2011-10-30","winter",0,10,18,0,0,0,213,"ClearOrPartlyCloudy",0.36,0.3485,0.4,0.1343
"2011-10-30","winter",0,10,19,0,0,0,153,"ClearOrPartlyCloudy",0.56,0.5303,0.49,0.2985
"2011-10-30","winter",0,10,20,0,0,0,92,"ClearOrPartlyCloudy",0.34,0.3636,0.57,0
"2011-10-30","winter",0,10,21,0,0,0,79,"ClearOrPartlyCloudy",0.32,0.3485,0.66,0
"2011-10-30","winter",0,10,22,0,0,0,71,"ClearOrPartlyCloudy",0.3,0.3333,0.75,0
"2011-10-30","winter",0,10,23,0,0,0,37,"ClearOrPartlyCloudy",0.26,0.303,0.87,0
"2011-10-31","winter",0,10,0,0,1,1,23,"ClearOrPartlyCloudy",0.26,0.303,0.87,0
"2011-10-31","winter",0,10,1,0,1,1,13,"ClearOrPartlyCloudy",0.26,0.303,0.81,0
"2011-10-31","winter",0,10,2,0,1,1,3,"ClearOrPartlyCloudy",0.24,0.2879,0.87,0
"2011-10-31","winter",0,10,3,0,1,1,3,"ClearOrPartlyCloudy",0.24,0.2576,0.87,0.1045
"2011-10-31","winter",0,10,4,0,1,1,6,"ClearOrPartlyCloudy",0.24,0.2879,0.87,0
"2011-10-31","winter",0,10,5,0,1,1,18,"ClearOrPartlyCloudy",0.22,0.2727,0.93,0
"2011-10-31","winter",0,10,6,0,1,1,86,"ClearOrPartlyCloudy",0.24,0.2879,0.87,0
"2011-10-31","winter",0,10,7,0,1,1,227,"ClearOrPartlyCloudy",0.24,0.2879,0.93,0
"2011-10-31","winter",0,10,8,0,1,1,372,"Misty",0.28,0.3182,0.87,0
"2011-10-31","winter",0,10,9,0,1,1,211,"Misty",0.32,0.3182,0.76,0.1642
"2011-10-31","winter",0,10,10,0,1,1,105,"Misty",0.36,0.3485,0.57,0.1642
"2011-10-31","winter",0,10,11,0,1,1,128,"ClearOrPartlyCloudy",0.4,0.4091,0.5,0.1343
"2011-10-31","winter",0,10,12,0,1,1,170,"ClearOrPartlyCloudy",0.42,0.4242,0.44,0.2239
"2011-10-31","winter",0,10,13,0,1,1,152,"Misty",0.44,0.4394,0.44,0.2239
"2011-10-31","winter",0,10,14,0,1,1,141,"Misty",0.44,0.4394,0.47,0.2239
"2011-10-31","winter",0,10,15,0,1,1,168,"ClearOrPartlyCloudy",0.44,0.4394,0.47,0.1642
"2011-10-31","winter",0,10,16,0,1,1,272,"ClearOrPartlyCloudy",0.42,0.4242,0.54,0.1642
"2011-10-31","winter",0,10,17,0,1,1,486,"ClearOrPartlyCloudy",0.42,0.4242,0.54,0.1343
"2011-10-31","winter",0,10,18,0,1,1,422,"ClearOrPartlyCloudy",0.4,0.4091,0.66,0.0896
"2011-10-31","winter",0,10,19,0,1,1,238,"ClearOrPartlyCloudy",0.4,0.4091,0.66,0.0896
"2011-10-31","winter",0,10,20,0,1,1,172,"ClearOrPartlyCloudy",0.4,0.4091,0.66,0.0896
